img,bodyPartName,bodyPartConf,eq_type,eq_conf,eqCover_conf,eq_box,eqCover_bool
image-asset/taken/IMG_8056.JPG,HEAD,99.94023132324219,HEAD_COVER,94.22366333007812,99.9955825805664,0.001612653305518158,True
image-asset/taken/IMG_8057.JPG,LEFT_HAND,59.935142517089844,HAND_COVER,85.13395690917969,85.79464721679688,0.0015316490301489072,True
image-asset/taken/IMG_8057.JPG,HEAD,99.9951171875,HEAD_COVER,52.60734558105469,99.83025360107422,0.0018820065281376641,True
image-asset/taken/IMG_8058.JPG,FACE,98.71036529541016,FACE_COVER,99.51148986816406,74.68429565429688,0.0005989973170827043,True
image-asset/taken/IMG_8059.JPG,FACE,61.736698150634766,FACE_COVER,99.92350006103516,99.77559661865234,7.873717844994813e-05,True
image-asset/taken/IMG_8060.JPG,HEAD,62.285701751708984,HEAD_COVER,50.02598190307617,99.9758071899414,0.0002747847858247353,True
image-asset/taken/IMG_8061.JPG,FACE,69.1126937866211,FACE_COVER,99.68485260009766,91.30825805664062,0.0002963462301560065,True
image-asset/taken/IMG_8062.JPG,HEAD,99.60869598388672,HEAD_COVER,50.82289123535156,99.94395446777344,0.0019599153076689246,True
image-asset/taken/IMG_8064.JPG,FACE,99.99380493164062,FACE_COVER,99.94131469726562,96.4874038696289,0.027928073569889245,True
image-asset/taken/IMG_8064.JPG,RIGHT_HAND,97.30957794189453,HAND_COVER,72.23917388916016,81.2765884399414,0.000254910276886117,True
image-asset/taken/IMG_8065.JPG,FACE,99.94491577148438,FACE_COVER,99.98594665527344,68.42937469482422,0.023620841473335874,False
image-asset/taken/IMG_8066.JPG,FACE,99.98759460449219,FACE_COVER,99.82734680175781,99.87281036376953,0.01899925920911727,False
image-asset/taken/IMG_8067.JPG,FACE,99.92955017089844,FACE_COVER,97.47432708740234,99.99998474121094,0.015446946857648691,False
image-asset/taken/IMG_8069.JPG,FACE,99.96338653564453,FACE_COVER,99.95475769042969,97.50872039794922,0.023078926082774842,True
image-asset/taken/IMG_8070.JPG,FACE,99.9868392944336,FACE_COVER,99.94023895263672,67.17698669433594,0.020233191907563786,False
image-asset/taken/IMG_8071.JPG,FACE,99.98941040039062,FACE_COVER,99.92241668701172,99.95465087890625,0.015512785840255505,False
image-asset/taken/IMG_8071.JPG,HEAD,99.99993133544922,HEAD_COVER,50.40762710571289,99.99779510498047,0.0571513947592166,True
image-asset/taken/IMG_8072.JPG,FACE,99.9813003540039,FACE_COVER,95.7476577758789,99.99999237060547,0.012923429282556409,False
image-asset/taken/IMG_8073.JPG,HEAD,92.56775665283203,HEAD_COVER,54.3484992980957,100.0,0.01248747159722785,False
image-asset/taken/IMG_8073.JPG,HEAD,98.8922348022461,HEAD_COVER,61.68201446533203,99.99169158935547,0.00132257668423999,True
image-asset/taken/IMG_8074.JPG,FACE,99.36235809326172,FACE_COVER,91.24114227294922,53.143821716308594,0.013208037434442543,True
image-asset/taken/IMG_8074.JPG,HEAD,99.99404907226562,HEAD_COVER,68.98062896728516,99.34844207763672,0.10463430521753381,True
